Time,Vertical Force (single leg)
18727.70981,402.81488
18727.71815,402.81488
18727.72648,426.160828
18727.73481,426.160828
18727.74315,405.866638
18727.75148,410.291687
18727.75981,421.125427
18727.76815,421.125427
18727.77648,447.828308
18727.78481,449.811951
18727.79315,501.844421
18727.80148,515.729919
18727.80981,551.588074
18727.81815,571.729675
18727.82648,571.729675
18727.83481,604.993835
18727.84315,637.342468
18727.85148,671.21698
18727.85981,693.952576
18727.86815,693.952576
18727.87648,716.993347
18727.88481,731.641785
18727.89315,757.886902
18727.90148,763.07489
18727.90981,788.099304
18727.91815,788.099304
18727.92648,799.085632
18727.93481,799.085632
18727.94315,793.745056
18727.95148,787.641541
18727.95981,769.483582
18727.96815,769.483582
18727.97648,758.497253
18727.98481,758.497253
18727.99315,747.510925
18728.00148,738.813416
18728.00981,727.216736
18728.01815,727.216736
18728.02648,733.472839
18728.03481,733.472839
18728.04315,728.590027
18728.05148,729.505554
18728.05981,731.031433
18728.06815,738.050476
18728.07648,735.761658
18728.08481,735.761658
18728.09315,742.780701
18728.10148,734.998718
18728.10981,748.426453
18728.11815,748.426453
18728.12648,742.933289
18728.13481,756.971375
18728.14315,741.865173
18728.15148,751.783386
18728.15981,740.339294
18728.16815,761.396423
18728.17648,761.396423
18728.18481,747.20575
18728.19315,765.516296
18728.20148,749.189392
18728.20981,763.83783
18728.21815,746.137634
18728.22648,746.137634
18728.23481,761.549011
18728.24315,746.595398
18728.25148,756.208435
18728.25981,743.391052
18728.26815,743.391052
18728.27648,762.922302
18728.28481,752.088562
18728.29315,758.192078
18728.30148,736.066833
18728.30981,734.388367
18728.31815,734.388367
18728.32648,703.870789
18728.33481,703.870789
18728.34315,698.987976
18728.35148,702.497498
18728.35981,683.729187
18728.36815,683.729187
18728.37648,664.655701
18728.38481,631.696716
18728.39315,608.198181
18728.40148,563.032166
18728.40981,537.3974
18728.41815,486.585632
18728.42648,448.591248
18728.43481,448.591248
18728.44315,400.67865
18728.45148,350.477234
18728.45981,296.918884
18728.46815,296.918884
18728.47648,239.240646
18728.48481,202.619553
18728.49315,155.317307
18728.50148,133.955002
18728.50981,95.04509
18728.51815,95.04509
18728.52648,78.565598
18728.53481,46.827316
18728.54315,55.830002
18728.55148,59.339523
18728.55981,45.301437
18728.56815,30.958176
18728.57648,30.958176
18728.58481,27.448654
18728.59315,16.309738
18728.60148,13.25798
18728.60981,15.546799
18728.61815,15.546799
18728.62648,19.81926
18728.63481,14.478683
18728.64315,18.598557
18728.65148,18.903732
18728.65981,20.277023
18728.66815,20.887375
18728.67648,10.816574
18728.68481,10.816574
18728.69315,29.89006
18728.70148,7.459641
18728.70981,30.958176
18728.71815,30.958176
18728.72648,21.497726
18728.73481,21.497726
18728.74315,16.614914
18728.75148,24.091721
18728.75981,4.560471
18728.76815,15.699387
18728.77648,15.699387
18728.78481,14.478683
18728.79315,21.039963
18728.80148,8.832932
18728.80981,11.884689
18728.81815,11.884689
18728.82648,8.832932
18728.83481,8.832932
18728.84315,16.92009
18728.85148,10.511398
18728.85981,11.579514
18728.86815,11.579514
18728.87648,10.663986
18728.88481,23.176193
18728.89315,7.154465
18728.90148,14.173508
18728.90981,16.767502
18728.91815,17.377853
18728.92648,17.377853
18728.93481,12.800217
18728.94315,21.497726
18728.95148,12.495041
18728.95981,12.495041
18728.96815,21.345139
18728.97648,21.345139
18728.98481,14.173508
18728.99315,7.001877
18729.00148,12.952805
18729.00981,11.884689
18729.01815,11.884689
18729.02648,23.023605
18729.03481,51.252365
18729.04315,85.889816
18729.05148,116.559982
18729.05981,117.322922
18729.06815,117.322922
18729.07648,169.813156
18729.08481,169.813156
18729.09315,209.791183
18729.10148,252.973557
18729.10981,335.981384
18729.11815,413.648621
18729.12648,413.648621
18729.13481,450.57489
18729.14315,431.80658
18729.15148,418.531433
18729.15981,418.531433
18729.16815,401.746765
18729.17648,400.068298
18729.18481,400.068298
18729.19315,415.784851
18729.20148,417.158142
18729.20981,424.787537
18729.21815,424.787537
18729.22648,426.313416
18729.23481,451.643005
18729.24315,468.580261
18729.25148,468.427673
18729.25981,482.160583
18729.26815,482.160583
18729.27648,536.024109
18729.28481,536.024109
18729.29315,561.811462
18729.30148,594.007507
18729.30981,633.985535
18729.31815,674.11615
18729.32648,674.11615
18729.33481,714.551941
18729.34315,735.761658
18729.35148,779.249207
18729.35981,780.012146
18729.36815,780.012146
18729.37648,805.646912
18729.38481,805.646912
18729.39315,808.698669
18729.40148,807.477966
18729.40981,798.322693
18729.41815,796.949402
18729.42648,795.118347
18729.43481,795.118347
18729.44315,792.219177
18729.45148,775.892273
18729.45981,750.104919
18729.46815,763.227478
18729.47648,763.227478
18729.48481,751.325623
18729.49315,757.123962
18729.50148,747.968689
18729.50981,735.761658
18729.51815,743.848816
18729.52648,743.848816
18729.53481,751.020447
18729.54315,749.494568
18729.55148,749.036804
18729.55981,733.015076
18729.56815,750.257507
18729.57648,750.257507
18729.58481,739.881531
18729.59315,755.750671
18729.60148,749.494568
18729.60981,740.64447
18729.61815,740.64447
18729.62648,755.903259
18729.63481,752.393738
18729.64315,776.044861
18729.65148,761.701599
18729.65981,780.622498
18729.66815,780.622498
18729.67648,774.824158
18729.68481,783.674255
18729.69315,782.60614
18729.70148,797.10199
18729.70981,783.979431
18729.71815,783.979431
18729.72648,788.251892
18729.73481,788.251892
18729.74315,792.219177
18729.75148,784.589783
18729.75981,788.557068
18729.76815,777.723328
18729.77648,777.723328
18729.78481,790.998474
18729.79315,769.788757
18729.80148,756.666199
18729.80981,753.004089
18729.81815,753.004089
18729.82648,750.104919
18729.83481,726.453796
18729.84315,712.263123
18729.85148,677.473083
18729.85981,651.380554
18729.86815,651.380554
18729.87648,626.050964
18729.88481,626.050964
18729.89315,586.988464
18729.90148,571.271912
18729.90981,554.487244
18729.91815,554.487244
18729.92648,499.097839
18729.93481,499.097839
18729.94315,466.291443
18729.95148,440.961853
18729.95981,427.686707
18729.96815,426.313416
18729.97648,416.090027
18729.98481,416.090027
18729.99315,406.47699
18730.00148,397.77948
18730.00981,373.365417
18730.01815,373.365417
18730.02648,349.103943
18730.03481,333.997742
18730.04315,305.616394
18730.05148,270.368591
18730.05981,244.428635
18730.06815,212.080002
18730.07648,173.933029
18730.08481,173.933029
18730.09315,144.178391
18730.10148,115.491867
18730.10981,92.451096
18730.11815,71.241379
18730.12648,71.241379
18730.13481,49.42131
18730.14315,48.353195
18730.15148,38.740158
18730.15981,22.413254
18730.16815,16.309738
18730.17648,16.309738
18730.18481,15.089035
18730.19315,19.666672
18730.20148,23.176193
18730.20981,20.124435
18730.21815,15.851974
